id,rating
0,1
1,1
2,1
3,1
4,3
5,2
6,3
7,1
8,4
9,1
10,3
11,1
12,4
13,1
14,1
15,3
16,1
17,3
18,4
19,2
20,4
21,2
22,4
23,1
24,1
25,4
26,1
27,2
28,2
29,1
30,4
31,1
32,1
33,1
34,3
35,1
36,3
37,1
38,1
39,4
40,1
41,1
42,1
43,4
44,1
45,1
46,4
47,4
48,1
49,1
50,1
51,4
52,4
53,2
54,2
55,2
56,4
57,1
58,1
59,4
60,4
61,3
62,1
63,1
64,4
65,4
66,1
67,4
68,2
69,2
70,4
71,4
72,1
73,3
74,2
75,1
76,2
77,1
78,1
79,2
80,4
81,3
82,3
83,1
84,3
85,2
86,1
87,1
88,4
89,1
90,1
91,4
92,3
93,1
94,4
95,1
96,1
97,3
98,3
99,2
100,2
101,1
102,2
103,2
104,1
105,3
106,2
107,4
108,2
109,1
110,4
111,2
112,2
113,1
114,3
115,2
116,4
117,1
118,4
119,2
120,1
121,2
122,1
123,1
124,4
125,3
126,2
127,4
128,1
129,1
130,4
131,1
132,2
133,2
134,1
135,2
136,3
137,1
138,1
139,1
140,3
141,3
142,3
143,4
144,2
145,1
146,1
147,4
148,1
149,4
150,4
151,2
152,3
153,2
154,1
155,1
156,3
157,3
158,1
159,1
160,4
161,1
162,1
163,3
164,3
165,1
166,3
167,3
168,4
169,3
170,1
171,4
172,1
173,4
174,1
175,1
176,3
177,1
178,1
179,1
180,4
181,1
182,2
183,2
184,1
185,2
186,4
187,1
188,1
189,4
190,1
191,3
192,3
193,2
194,1
195,3
196,2
197,1
198,1
199,1
200,1
201,4
202,4
203,2
204,4
205,2
206,3
207,1
208,2
209,1
210,1
211,3
212,3
213,3
214,1
215,2
216,3
217,4
218,4
219,3
220,1
221,4
222,1
223,1
224,4
225,1
226,1
227,1
228,3
229,2
230,3
231,1
232,1
233,1
234,4
235,2
236,1
237,3
238,1
239,4
240,1
241,3
242,4
243,1
244,3
245,3
246,4
247,2
248,1
249,1
250,2
251,1
252,1
253,1
254,4
255,1
256,2
257,2
258,4
259,4
260,1
261,1
262,1
263,1
264,1
265,3
266,4
267,3
268,3
269,1
270,1
271,4
272,3
273,4
274,2
275,2
276,3
277,4
278,1
279,3
280,1
281,1
282,1
283,1
284,3
285,1
286,4
287,4
288,3
289,1
290,1
291,4
292,4
293,1
294,1
295,2
296,2
297,1
298,1
299,1
300,1
301,1
302,2
303,1
304,1
305,4
306,1
307,1
308,2
309,2
310,1
311,4
312,1
313,4
314,3
315,2
316,4
317,4
318,3
319,2
320,3
321,1
322,2
323,2
324,1
325,3
326,4
327,3
328,4
329,2
330,1
331,3
332,2
333,4
334,3
335,1
336,1
337,4
338,2
339,4
340,2
341,4
342,2
343,1
344,3
345,1
346,2
347,3
348,1
349,1
350,1
351,3
352,3
353,1
354,2
355,3
356,3
357,1
358,4
359,4
360,1
361,3
362,1
363,2
364,1
365,4
366,1
367,1
368,1
369,1
370,1
371,1
372,2
373,2
374,3
375,1
376,2
377,2
378,1
379,2
380,1
381,4
382,1
383,2
384,1
385,1
386,3
387,1
388,1
389,3
390,3
391,4
392,4
393,1
394,3
395,3
396,4
397,3
398,1
399,3
400,3
401,1
402,1
403,2
404,3
405,3
406,4
407,1
408,3
409,3
410,3
411,2
412,4
413,1
414,1
415,2
416,1
417,1
418,4
419,4
420,1
421,1
422,1
423,3
424,3
425,3
426,1
427,1
428,1
429,3
430,1
431,2
432,2
433,3
434,3
435,1
436,1
437,1
438,1
439,2
440,4
441,4
442,1
443,3
444,4
445,2
446,3
447,1
448,1
449,1
450,3
451,1
452,1
453,3
454,4
455,1
456,1
457,1
458,2
459,2
460,1
461,4
462,2
463,3
464,3
465,1
466,4
467,3
468,1
469,4
470,1
471,1
472,1
473,3
474,4
475,4
476,1
477,4
478,2
479,1
480,2
481,1
482,2
483,1
484,1
485,4
486,3
487,3
488,4
489,4
490,4
491,1
492,4
493,1
494,1
495,3
496,1
497,1
498,1
499,1
500,2
501,2
502,3
503,1
504,2
505,4
506,1
507,2
508,3
509,4
510,4
511,4
512,3
513,2
514,1
515,2
516,4
517,1
518,1
519,3
520,1
521,1
522,4
523,1
524,3
525,1
526,3
527,3
528,1
529,3
530,3
531,4
532,3
533,3
534,4
535,1
536,3
537,1
538,4
539,2
540,1
541,1
542,2
543,1
544,2
545,4
546,2
547,1
548,3
549,4
550,1
551,3
552,1
553,2
554,1
555,3
556,4
557,4
558,1
559,2
560,1
561,2
562,1
563,1
564,1
565,4
566,3
567,4
568,1
569,3
570,2
571,1
572,4
573,1
574,3
575,1
576,2
577,4
578,3
579,1
580,1
581,1
582,3
583,1
584,1
585,4
586,4
587,3
588,3
589,2
590,2
591,1
592,4
593,2
594,1
595,3
596,1
597,3
598,2
599,1
600,1
601,1
602,1
603,1
604,2
605,1
606,2
607,4
608,3
609,3
610,4
611,3
612,1
613,4
614,1
615,1
616,4
617,3
618,1
619,1
620,1
621,1
622,3
623,2
624,3
625,1
626,2
627,3
628,4
629,3
630,2
631,4
632,1
633,4
634,4
635,3
636,3
637,1
638,1
639,4
640,1
641,4
642,4
643,1
644,1
645,2
646,2
647,2
648,1
649,1
650,1
651,3
652,4
653,1
654,2
655,1
656,1
657,1
658,4
659,1
660,1
661,1
662,1
663,3
664,2
665,3
666,3
667,2
668,1
669,2
670,1
671,1
672,2
673,2
674,1
675,3
676,3
677,3
678,4
679,2
680,2
681,4
682,2
683,2
684,1
685,1
686,3
687,1
688,3
689,1
690,4
691,2
692,3
693,3
694,4
695,1
696,1
697,1
698,2
699,1
700,3
701,2
702,4
703,3
704,2
705,3
706,4
707,1
708,1
709,1
710,1
711,1
712,4
713,2
714,1
715,3
716,1
717,1
718,1
719,1
720,3
721,1
722,4
723,1
724,2
725,2
726,1
727,1
728,4
729,1
730,3
731,3
732,2
733,1
734,3
735,2
736,1
737,1
738,1
739,3
740,2
741,1
742,1
743,1
744,3
745,3
746,3
747,4
748,2
749,2
750,1
751,4
752,1
753,1
754,1
755,1
756,1
757,1
758,2
759,4
760,1
761,4
762,4
763,1
764,4
765,1
766,4
767,1
768,4
769,1
770,2
771,1
772,3
773,2
774,4
775,4
776,3
777,2
778,2
779,4
780,2
781,1
782,1
783,3
784,1
785,2
786,1
787,4
788,1
789,2
790,1
791,3
792,4
793,4
794,3
795,2
796,1
797,3
798,2
799,1
800,4
801,4
802,3
803,2
804,1
805,2
806,2
807,4
808,4
809,2
810,2
811,1
812,4
